"","age","marital","race","education","job_class","health_ins","height","daily_wage","ageNum"
"1927","50","Married","1","College Grad","Information","Yes",69,104.9215065,50
"1928","31","Never Married","1","< HS Grad","Industrial","No",68,65.11085372,31
"1929","53","Married","1","HS Grad","Industrial","Yes",68,128.6804882,53
"1930","49","Married","1","College Grad","Industrial","No",68,154.685293,49
"1931","49","Never Married","1","College Grad","Industrial","No",66,130.9821774,49
"1932","43","Married","1","HS Grad","Industrial","Yes",74,120.5894365,43
"1933","20","Never Married","1","HS Grad","Industrial","Yes",71,81.28325328,20
"1934","46","Divorced","1","HS Grad","Information","Yes",71,110.1729303,46
"1935","48","Married","1","College Grad","Industrial","Yes",68,152.2168068,48
"1936","19","Never Married","1","HS Grad","Industrial","No",70,70.47601965,19
"1937","56","Divorced","1","College Grad","Industrial","Yes",70,85.38394038,56
"1938","44","Married","1","Some College","Industrial","No",75,101.8243521,44
"1939","23","Never Married","1","HS Grad","Industrial","No",68,85.38394038,23
"1940","42","Never Married","1","College Grad","Information","Yes",65,101.8243521,42
"1941","32","Married","1","Advanced Degree","Industrial","No",72,118.8843593,32
"1942","32","Never Married","1","HS Grad","Industrial","No",71,73.77574327,32
"1943","43","Married","1","HS Grad","Industrial","No",67,73.77574327,43
"1944","57","Never Married","2","College Grad","Industrial","Yes",70,138.610994,57
"1945","26","Married","2","Some College","Information","Yes",71,109.8339856,26
"1946","67","Divorced","1","Some College","Information","Yes",71,151.5914842,67
"1947","31","Married","1","Advanced Degree","Information","Yes",71,176.9896505,31
"1948","49","Divorced","1","Some College","Information","Yes",73,103.9024706,49
"1949","29","Never Married","1","College Grad","Industrial","Yes",71,128.6804882,29
"1950","41","Married","1","Some College","Industrial","No",70,108.8745258,41
"1951","35","Married","1","HS Grad","Information","Yes",74,87.98103279,35
"1952","39","Married","1","HS Grad","Industrial","No",73,95.23071257,39
"1953","33","Separated","2","Some College","Information","Yes",73,98.59934386,33
"1954","53","Married","1","College Grad","Information","Yes",69,141.7751723,53
"1955","43","Married","3","College Grad","Information","Yes",69,123.0896998,43
"1956","36","Married","1","College Grad","Information","Yes",67,94.65402038,36
"1957","38","Married","1","Advanced Degree","Information","Yes",72,148.4131591,38
"1958","58","Married","1","HS Grad","Industrial","No",71,104.9215065,58
"1959","45","Married","1","College Grad","Information","Yes",73,123.0896998,45
"1960","34","Never Married","2","HS Grad","Industrial","No",71,94.5960991,34
"1961","30","Married","1","College Grad","Information","No",73,127.1157438,30
"1962","21","Never Married","1","HS Grad","Industrial","No",67,29.3769761,21
"1963","39","Married","1","College Grad","Information","Yes",71,129.4536446,39
"1964","28","Never Married","2","Some College","Industrial","Yes",68,109.8339856,28
"1965","54","Married","1","HS Grad","Industrial","Yes",67,99.6894637,54
"1966","24","Never Married","1","Some College","Industrial","Yes",70,90.48191336,24
"1967","57","Married","1","Advanced Degree","Industrial","Yes",68,70.81503862,57
"1968","48","Separated","2","HS Grad","Information","No",74,95.23071257,48
"1969","31","Married","1","Some College","Information","Yes",68,109.8339856,31
"1970","47","Never Married","1","Advanced Degree","Information","Yes",72,182.020621,47
"1971","44","Married","1","College Grad","Information","No",67,160.6424754,44
"1972","30","Never Married","1","HS Grad","Industrial","Yes",72,70.47601965,30
"1973","41","Never Married","1","College Grad","Information","Yes",70,130.9821774,41
"1974","26","Never Married","1","College Grad","Industrial","Yes",75,105.9278108,26
"1975","32","Never Married","3","Some College","Industrial","Yes",71,109.8339856,32
"1976","39","Married","1","HS Grad","Information","Yes",69,97.4710061,39
"1977","42","Married","2","Some College","Information","Yes",65,111.7208494,42
"1978","24","Never Married","1","College Grad","Information","Yes",71,172.2172655,24
"1979","44","Divorced","1","Advanced Degree","Information","Yes",68,129.4536446,44
"1980","30","Never Married","3","College Grad","Information","Yes",73,127.1157438,30
"1981","58","Married","1","College Grad","Information","Yes",68,134.7053751,58
"1982","33","Never Married","1","HS Grad","Information","Yes",68,94.07271475,33
"1983","56","Married","1","HS Grad","Industrial","No",77,94.07271475,56
"1984","28","Married","1","Some College","Industrial","Yes",66,96.93409046,28
"1985","41","Married","3","Advanced Degree","Information","Yes",68,276.7784133,41
"1986","22","Married","1","Some College","Industrial","No",70,32.36641317,22
"1987","37","Divorced","1","Some College","Industrial","Yes",73,84.45025367,37
"1988","18","Never Married","1","< HS Grad","Industrial","No",68,65.11085372,18
"1989","37","Never Married","1","College Grad","Information","No",69,84.7183897,37
"1990","43","Married","1","College Grad","Industrial","Yes",69,167.7065756,43
"1991","49","Married","2","HS Grad","Information","Yes",72,94.07271475,49
"1992","36","Married","1","College Grad","Industrial","Yes",70,134.7053751,36
"1993","47","Married","2","Advanced Degree","Industrial","No",70,81.28325328,47
"1994","52","Married","1","College Grad","Industrial","Yes",68,134.7053751,52
"1995","34","Married","1","Some College","Industrial","No",69,114.4757133,34
"1996","62","Married","1","College Grad","Information","Yes",68,130.9821774,62
"1997","44","Married","1","< HS Grad","Industrial","Yes",74,104.9215065,44
"1998","48","Married","1","< HS Grad","Industrial","Yes",73,152.2168068,48
"1999","51","Married","1","HS Grad","Information","Yes",69,124.7204462,51
"2000","35","Never Married","1","College Grad","Industrial","Yes",64,148.4131591,35
"2001","42","Married","1","HS Grad","Industrial","No",68,89.24288466,42
"2002","34","Never Married","1","College Grad","Industrial","Yes",71,82.6796373,34
"2003","50","Married","3","College Grad","Industrial","Yes",65,94.07271475,50
"2004","50","Divorced","1","College Grad","Information","Yes",71,153.4575153,50
"2005","55","Married","1","College Grad","Information","No",68,46.7632688,55
"2006","56","Married","1","HS Grad","Industrial","Yes",70,129.4536446,56
"2007","50","Married","1","HS Grad","Information","Yes",66,130.9821774,50
"2008","44","Married","1","College Grad","Information","No",72,94.07271475,44
"2009","30","Married","1","College Grad","Information","Yes",72,99.6894637,30
"2010","34","Married","1","College Grad","Information","Yes",64,128.6804882,34
"2011","50","Divorced","1","HS Grad","Information","Yes",69,73.77574327,50
"2012","51","Married","1","College Grad","Information","No",68,110.7826503,51
"2013","53","Married","2","Some College","Information","No",71,99.6894637,53
"2014","40","Never Married","2","Advanced Degree","Information","Yes",71,91.69922611,40
"2015","34","Married","1","HS Grad","Information","Yes",70,82.6796373,34
"2016","36","Married","1","Some College","Industrial","Yes",67,118.8843593,36
"2017","44","Married","1","Some College","Information","Yes",67,148.4131591,44
"2018","54","Married","3","HS Grad","Industrial","No",68,95.23071257,54
"2019","36","Married","1","College Grad","Industrial","No",66,163.515864,36
"2020","62","Married","1","Advanced Degree","Information","Yes",71,279.501782,62
"2021","33","Never Married","1","Advanced Degree","Information","No",68,114.4757133,33
"2022","44","Never Married","1","HS Grad","Industrial","No",67,102.8702469,44
"2023","80","Never Married","1","HS Grad","Information","No",69,87.98103279,80
"2024","45","Married","1","HS Grad","Information","No",72,87.98103279,45
"2025","58","Divorced","1","College Grad","Information","Yes",71,70.47601965,58
"2026","51","Married","1","Some College","Industrial","No",72,101.8243521,51
"2027","60","Married","1","Some College","Information","Yes",67,277.6014175,60
"2028","33","Married","1","< HS Grad","Industrial","No",66,87.98103279,33
"2029","28","Never Married","1","Some College","Information","Yes",68,104.9215065,28
"2030","37","Married","1","College Grad","Industrial","Yes",68,127.1157438,37
"2031","56","Married","1","Some College","Information","Yes",69,99.6894637,56
"2032","59","Married","1","Advanced Degree","Information","Yes",69,171.7651326,59
"2033","56","Married","1","HS Grad","Information","Yes",66,75.04315402,56
"2034","34","Married","1","< HS Grad","Industrial","Yes",71,72.15045568,34
"2035","37","Never Married","1","HS Grad","Industrial","Yes",66,34.60741773,37
"2036","36","Married","1","College Grad","Industrial","Yes",69,94.07271475,36
"2037","45","Married","1","College Grad","Information","Yes",66,176.9896505,45
"2038","36","Married","1","Advanced Degree","Information","No",69,140.3982002,36
"2039","23","Never Married","1","Some College","Information","No",67,27.14057921,23
"2040","56","Married","1","HS Grad","Information","Yes",69,127.1157438,56
"2041","33","Married","1","Some College","Industrial","No",73,114.4757133,33
"2042","48","Married","3","< HS Grad","Industrial","Yes",71,127.1157438,48
"2043","28","Never Married","1","HS Grad","Industrial","No",68,82.6796373,28
"2044","37","Married","1","Some College","Industrial","Yes",67,101.8243521,37
"2045","56","Married","1","HS Grad","Information","No",74,86.69515483,56
"2046","22","Never Married","1","Some College","Industrial","No",73,63.188861,22
"2047","60","Married","1","HS Grad","Industrial","No",71,114.9265218,60
"2048","30","Never Married","1","College Grad","Industrial","No",69,81.28325328,30
"2049","50","Married","1","HS Grad","Industrial","Yes",71,101.8243521,50
"2050","38","Married","1","Advanced Degree","Information","Yes",71,101.8243521,38
"2051","55","Married","1","Advanced Degree","Information","Yes",68,103.181327,55
"2052","26","Married","1","College Grad","Industrial","Yes",70,113.5670896,26
"2053","39","Married","1","Some College","Information","Yes",70,148.4131591,39
"2054","42","Married","1","Advanced Degree","Information","Yes",71,148.4131591,42
"2055","71","Married","2","College Grad","Information","Yes",67,105.6914475,71
"2056","33","Married","1","Some College","Information","Yes",71,128.6804882,33
"2057","49","Never Married","1","HS Grad","Industrial","No",70,51.75144037,49
"2058","45","Married","1","Some College","Industrial","No",69,81.28325328,45
"2059","41","Married","1","Advanced Degree","Industrial","Yes",71,158.2946214,41
"2060","59","Divorced","1","< HS Grad","Industrial","Yes",68,54.1212054,59
"2061","33","Married","1","College Grad","Information","Yes",69,127.1157438,33
"2062","47","Never Married","4","< HS Grad","Industrial","No",65,71.68674367,47
"2063","34","Married","1","Some College","Information","Yes",67,145.1436012,34
"2064","23","Married","2","Some College","Information","No",71,94.07271475,23
"2065","32","Married","1","HS Grad","Industrial","Yes",66,127.901233,32
"2066","30","Married","1","College Grad","Information","Yes",71,102.8702469,30
"2067","54","Married","2","HS Grad","Information","No",70,89.49247952,54
"2068","46","Married","1","Some College","Industrial","Yes",72,104.9215065,46
"2069","52","Married","1","College Grad","Information","Yes",66,137.5901428,52
"2070","50","Married","1","HS Grad","Industrial","No",63,176.9896505,50
"2071","57","Married","1","HS Grad","Industrial","Yes",62,97.49329405,57
"2072","46","Married","1","Some College","Industrial","Yes",70,100.7642728,46
"2073","30","Never Married","1","Some College","Information","No",74,81.28325328,30
"2074","32","Never Married","1","Some College","Industrial","No",70,56.90553914,32
"2075","53","Married","1","Some College","Industrial","No",75,105.9278108,53
"2076","48","Married","1","College Grad","Industrial","Yes",65,138.2991269,48
"2077","31","Married","1","Some College","Information","Yes",67,108.8745258,31
"2078","50","Married","1","HS Grad","Industrial","No",67,76.89360252,50
"2079","41","Married","1","College Grad","Industrial","Yes",68,109.8339856,41
"2080","47","Married","1","HS Grad","Industrial","Yes",72,94.07271475,47
"2081","37","Married","1","HS Grad","Information","Yes",66,75.35567932,37
"2082","24","Never Married","1","Some College","Information","Yes",74,74.57116177,24
"2083","53","Married","1","< HS Grad","Industrial","Yes",79,81.28325328,53
"2084","39","Divorced","1","HS Grad","Industrial","No",66,95.23071257,39
"2085","47","Married","1","Some College","Industrial","Yes",68,145.1436012,47
"2086","36","Married","1","College Grad","Information","Yes",70,140.3982002,36
"2087","34","Married","1","College Grad","Information","Yes",69,148.4131591,34
"2088","45","Married","1","Some College","Information","No",67,99.6894637,45
"2089","60","Married","1","< HS Grad","Industrial","No",65,59.09706408,60
"2090","43","Married","1","< HS Grad","Information","Yes",71,118.8843593,43
"2091","20","Never Married","1","HS Grad","Industrial","No",70,64.35102457,20
"2092","27","Never Married","1","College Grad","Industrial","Yes",65,133.2323508,27
"2093","35","Divorced","1","HS Grad","Industrial","No",69,59.09706408,35
"2094","50","Married","1","HS Grad","Industrial","Yes",67,104.9215065,50
